City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,satka,55.0425,59.04,40.73,88,100,4.65,RU,1744234591
287,el galpon,-25.3807,-64.6526,69.49,61,0,5.21,AR,1744234564
288,yeed,4.55,43.0333,83.35,52,20,10.63,SO,1744234594
289,egilsstadir,65.2653,-14.3948,48.11,71,0,11.5,IS,1744234596
290,kaohsiung,22.6163,120.3133,75.15,83,40,1.14,TW,1744234597
291,san patricio,28.017,-97.5169,84.15,46,0,15.5,US,1744234598
292,konya,38.1667,32.5,29.68,87,100,15.59,TR,1744234398
293,karatau,43.1667,70.4667,53.19,61,100,2.19,KZ,1744234600
294,duba,27.3513,35.6901,76.62,67,1,7.87,SA,1744234602
295,port lincoln,-34.7333,135.8667,71.87,44,15,17.0,AU,1744234603
296,tura,25.5198,90.2201,72.27,66,1,2.95,IN,1744234604
297,constantia,44.1833,28.65,34.7,79,91,5.57,RO,1744234606
298,fada,7.25,4.0667,76.26,96,100,1.7,NG,1744234607
299,nar'yan-mar,67.6713,53.087,26.78,96,100,10.45,RU,1744234609
300,urzhar,47.093,81.6294,45.73,73,0,8.34,KZ,1744234610
301,la sarre,48.8002,-79.1996,27.84,80,99,8.61,CA,1744234611
302,crane,31.3974,-102.3501,88.5,8,0,8.9,US,1744234614
303,valparaiso,-33.0393,-71.6273,64.0,80,100,8.05,CL,1744234337
304,dauphin,51.1494,-100.0502,36.86,100,100,3.78,CA,1744234617
305,faaborg,55.0951,10.2423,39.63,89,91,4.9,DK,1744234619
306,vilyuysk,63.7553,121.6247,-5.21,100,87,2.37,RU,1744234620
307,ulladulla,-35.35,150.4667,63.61,79,96,6.2,AU,1744234622
308,port hedland,-20.3167,118.5667,82.45,74,77,8.05,AU,1744234623
309,kayangel,8.0823,134.7173,82.51,77,86,11.86,PW,1744234624
310,framingham center,42.2973,-71.437,48.04,30,6,1.99,US,1744234625
311,kharkhorin,47.1975,102.8238,39.51,45,24,6.78,MN,1744234627
312,avanigadda,16.0215,80.9181,79.95,84,40,2.3,IN,1744234628
313,bac lieu,9.285,105.7244,79.14,85,99,6.78,VN,1744234629
314,acarau,-2.8856,-40.12,78.73,87,90,8.25,BR,1744234633
315,khilok,51.3674,110.4676,27.28,89,99,3.15,RU,1744234634
316,sinop,41.7711,34.8709,29.26,86,92,4.9,TR,1744234637
317,port augusta,-32.5,137.7667,66.72,39,10,6.53,AU,1744234638
318,rantepao,-2.9701,119.8978,66.67,98,100,1.25,ID,1744234639
319,lonavla,18.75,73.4167,73.49,65,3,3.04,IN,1744234641
320,mabaruma,8.2,-59.7833,78.53,82,100,4.59,GY,1744234643
321,brigantine,39.4101,-74.3646,50.14,58,0,18.99,US,1744234644
322,port douglas,-16.4833,145.4667,78.26,75,100,16.04,AU,1744234645
323,minab,27.1467,57.0801,78.06,55,0,2.71,IR,1744234647
324,petropavlovsk-kamchatsky,53.0452,158.6483,30.79,64,75,6.71,RU,1744234648
325,trinity beach,-16.7888,145.6968,76.89,69,83,17.27,AU,1744234649
326,severobaykal'sk,55.65,109.3167,16.56,83,100,4.52,RU,1744234651
327,camana,-16.6228,-72.7111,72.09,77,2,5.66,PE,1744234544
328,wrzesnia,52.3251,17.5652,46.06,70,100,18.25,PL,1744234653
329,yakeshi,49.2833,120.7333,34.54,64,55,5.97,CN,1744234655
330,xuanzhou,30.9525,118.7553,63.93,63,100,1.77,CN,1744234656
331,muli,2.9167,73.5667,82.04,72,100,17.27,MV,1744234657
332,stephenville,32.2207,-98.2023,89.15,23,0,10.0,US,1744234655
333,kidal,18.4411,1.4078,85.32,8,60,9.73,ML,1744234659
334,arvayheer,46.2639,102.775,36.88,38,13,8.03,MN,1744234661
335,kouango,4.9934,19.9619,79.05,64,46,1.97,CF,1744234662
336,peace river,56.2501,-117.286,59.31,28,0,18.41,CA,1744234663
337,ao luek,8.378,98.7212,76.53,92,100,0.89,TH,1744234665
338,tejen,37.3834,60.5054,72.12,40,0,8.75,TM,1744234667
339,tidjikja,18.5564,-11.4271,88.09,13,15,7.14,MR,1744234668
340,beloretsk,53.9631,58.3981,41.74,90,99,2.44,RU,1744234670
341,buala,-8.145,159.5921,83.5,76,96,5.93,SB,1744234672
342,sumenep,-7.0167,113.8667,78.26,85,49,2.82,ID,1744234675
343,geraldton,-28.7667,114.6,61.21,82,0,11.5,AU,1744234676
344,nebbi,2.4783,31.0889,70.48,81,94,4.34,UG,1744234677
345,east london,-33.0153,27.9116,68.13,80,51,18.97,ZA,1744234678
346,ouarzazat,30.9189,-6.8934,62.89,55,75,11.5,MA,1744234679
347,lompoc,34.6391,-120.4579,72.01,59,0,14.97,US,1744234596
348,bou arada,36.3525,9.6218,54.52,89,13,5.41,TN,1744234682
349,trincomalee,8.5711,81.2335,79.54,85,89,13.98,LK,1744234684
350,saint-philippe,-21.3585,55.7679,79.61,82,21,2.19,RE,1744234685
351,mandalgarh,25.2,75.1,83.28,14,5,12.37,IN,1744234686
352,petawawa,45.9001,-77.3328,36.99,33,75,9.22,CA,1744234688
353,arraial do cabo,-22.9661,-42.0278,78.66,73,0,11.5,BR,1744234465
354,mildura,-34.2,142.15,64.22,38,16,4.54,AU,1744234691
355,mansa,29.9833,75.3833,80.51,20,79,3.91,IN,1744234692
356,mount pearl,47.5166,-52.7813,37.15,75,75,17.27,CA,1744234472
357,labytnangi,66.6572,66.4183,22.15,96,100,14.05,RU,1744234695
358,sarina,-21.4333,149.2167,73.62,85,40,8.72,AU,1744234696
359,dadukou,26.5479,101.7054,61.83,51,0,1.86,CN,1744234699
360,vernon,50.2581,-119.2691,60.93,36,100,2.3,CA,1744234701
361,rohru,31.2167,77.75,55.47,51,18,3.98,IN,1744234702
362,luis correia,-2.8792,-41.6669,80.6,78,75,4.61,BR,1744234704
363,as sulayyil,20.4607,45.5779,81.05,18,3,6.11,SA,1744234705
364,ar ruseris,11.8659,34.3869,89.47,41,17,8.59,SD,1744234707
365,ugoofaaru,5.6667,73.0,83.34,76,100,18.3,MV,1744234708
366,fortuna,40.5982,-124.1573,64.92,72,0,14.97,US,1744234710
367,tarakan,3.3,117.6333,78.3,94,75,1.14,ID,1744234711
368,salinas,36.6777,-121.6555,72.07,65,0,13.8,US,1744234702
369,puerto lempira,15.2667,-83.7667,80.74,78,75,10.36,HN,1744234713
370,northam,51.0333,-4.2167,43.48,84,0,6.87,GB,1744234714
371,horta,38.5333,-28.6333,59.02,83,40,18.41,PT,1744234716
372,villa gesell,-37.2639,-56.973,64.78,79,3,18.72,AR,1744234718
373,sur,22.5667,59.5289,83.98,34,0,5.57,OM,1744234719
374,conception bay south,47.4999,-52.9981,37.74,76,75,17.11,CA,1744234720
375,tomatlan,19.9333,-105.25,87.6,37,1,11.59,MX,1744234725
376,kununurra,-15.7667,128.7333,73.38,88,98,0.0,AU,1744234728
377,key west,24.5557,-81.7826,77.0,57,40,17.27,US,1744234632
378,ashgabat,37.95,58.3833,64.26,52,0,4.61,TM,1744234621
379,parun,35.4207,70.9221,35.73,73,93,10.36,AF,1744234731
380,majene,-3.5403,118.9707,75.9,89,100,3.31,ID,1744234733
381,les cayes,18.2,-73.75,80.69,70,9,7.74,HT,1744234735
382,fort mcmurray,56.7268,-111.381,58.59,44,0,5.75,CA,1744234737
383,vorkuta,67.5,64.0,17.02,82,93,13.4,RU,1744234738
384,quepos,9.4236,-84.1652,85.12,70,94,5.14,CR,1744234739
385,viamao,-30.0811,-51.0233,74.39,81,40,6.91,BR,1744234741
386,tumpat,6.1978,102.171,75.18,94,20,2.3,MY,1744234742
387,chibougamau,49.9168,-74.3659,24.42,33,0,12.66,CA,1744234744
388,bayganin,48.6947,55.8742,59.07,62,52,6.85,KZ,1744234745
389,maceio,-9.6658,-35.7353,80.04,83,20,6.91,BR,1744234557
390,surgeres,46.1,-0.75,54.12,62,0,11.68,FR,1744234748
391,kotlas,61.2611,46.6556,27.45,89,100,9.89,RU,1744234750
392,polyarnyy,69.1989,33.4478,21.7,83,100,27.72,RU,1744234751
393,goba,7.0167,39.9833,50.43,36,7,5.19,ET,1744234754
394,dhuusamarreeb,5.535,46.3861,80.91,65,47,13.53,SO,1744234756
395,yulinshi,38.2906,109.7494,48.78,33,3,5.82,CN,1744234758
396,salaberry-de-valleyfield,45.2501,-74.1325,37.74,46,72,11.5,CA,1744234762
397,mersing,2.4312,103.8405,75.11,94,20,4.61,MY,1744234763
398,hasaki,35.7333,140.8333,59.81,70,95,16.44,JP,1744234764
399,dhalie,13.6957,44.7314,67.64,46,7,1.12,YE,1744234765
400,sinabang,2.4803,96.3801,78.26,85,100,1.05,ID,1744234767
401,bubaque,11.2833,-15.8333,75.65,69,99,15.61,GW,1744234768
402,ariquemes,-9.9133,-63.0408,78.62,89,100,3.76,BR,1744234769
403,kuching,1.55,110.3333,78.1,99,20,1.01,MY,1744234764
404,bonthe,7.5264,-12.505,79.21,86,63,5.14,SL,1744234772
405,kardla,58.9978,22.7492,35.58,55,20,13.8,EE,1744234773
406,ihosy,-22.4,46.1167,67.32,76,25,1.92,MG,1744234545
407,isangel,-19.55,169.2667,78.91,78,75,9.22,VU,1744234779
408,lahaina,20.8783,-156.6825,82.0,71,10,11.95,US,1744234723
409,el granada,37.5027,-122.4694,67.32,75,0,16.11,US,1744234781
410,zaozersk,69.4005,32.4476,18.25,89,100,17.85,RU,1744234782
411,tezu,27.9167,96.1667,71.92,43,4,3.8,IN,1744234784
412,bawku,11.0616,-0.2417,93.61,30,99,6.64,GH,1744234785
413,castillos,-34.1667,-53.8333,63.48,95,100,10.56,UY,1744234786
414,jiwani,25.05,61.7417,78.4,86,6,6.76,PK,1744234788
415,mananjary,-21.2167,48.3333,75.07,91,82,4.05,MG,1744234790
416,trenggalek,-8.05,111.7167,78.67,95,82,1.25,ID,1744234792
417,rustington,50.8103,-0.5067,46.22,81,2,11.79,GB,1744234795
418,fargo,46.8772,-96.7898,60.78,47,40,25.32,US,1744234524
419,ujae,8.9322,165.7642,81.72,79,40,17.94,MH,1744234798
420,vallegrande,-18.4897,-64.1069,60.17,86,92,3.71,BO,1744234632
421,verkhnevilyuysk,63.4453,120.3167,-5.39,100,93,3.62,RU,1744234801
422,puntarenas,9.9763,-84.8384,91.15,50,96,5.84,CR,1744234803
423,acheng,45.5454,126.977,46.78,63,66,17.25,CN,1744234805
424,maxixe,-23.8597,35.3472,78.78,88,98,5.64,MZ,1744234806
425,hilo,19.7297,-155.09,80.24,69,75,6.91,US,1744234766
426,khorixas,-20.3667,14.9667,66.65,69,3,4.85,NA,1744234810
427,doka,13.5167,35.7667,91.51,27,94,4.72,SD,1744234811
428,cabo san lucas,22.8909,-109.9124,82.71,34,0,13.8,MX,1744234681
429,buka,40.8108,69.1986,62.71,58,100,6.55,UZ,1744234815
430,richards bay,-28.783,32.0377,72.86,85,53,7.43,ZA,1744234816
431,belyy yar,53.6039,91.3903,28.29,80,40,13.42,RU,1744234819
432,cam pha mines,21.0167,107.3,71.22,92,98,0.58,VN,1744234821
433,plastun,44.7561,136.2939,46.35,63,100,4.29,RU,1744234822
434,port blair,11.6667,92.75,80.91,81,98,4.65,IN,1744234823
435,rechytsa,52.3617,30.3916,33.84,90,100,15.32,BY,1744234825
436,ishigaki,24.3448,124.1572,73.53,83,75,9.22,JP,1744234827
437,queenstown,-31.8976,26.8753,57.15,85,76,2.8,ZA,1744234828
438,kirensk,57.7853,108.1119,19.0,96,95,1.74,RU,1744234830
439,ain kercha,35.9247,6.6953,61.41,39,52,7.74,DZ,1744234833
440,baise city,23.8997,106.6133,71.87,89,86,1.39,CN,1744234834
441,genhe,50.7833,121.5167,29.3,77,59,9.78,CN,1744234836
442,yichang,30.7144,111.2847,65.86,80,99,2.64,CN,1744234839
443,chonchi,-42.6128,-73.8092,51.75,96,100,3.76,CL,1744234840
444,sivrice,38.4482,39.3084,47.41,58,40,6.91,TR,1744234842
445,cidreira,-30.1811,-50.2056,72.75,83,10,16.02,BR,1744234844
446,kone,-21.0595,164.8658,79.25,80,99,4.54,NC,1744234845
447,kapuskasing,49.4169,-82.4331,35.69,25,20,12.66,CA,1744234644
448,lockwood,45.8191,-108.4149,63.41,25,40,21.85,US,1744234849
449,lyantor,61.6195,72.1555,29.41,93,100,27.2,RU,1744234850
450,gofitskoye,45.0792,43.0464,34.02,100,100,1.23,RU,1744234851
451,ha'il,27.5219,41.6907,73.42,43,0,2.3,SA,1744234852
452,marsh harbour,26.5412,-77.0636,73.76,80,23,13.96,BS,1744234854
453,iwaki,37.05,140.8833,53.01,80,95,7.07,JP,1744234855
454,maraba,-5.3686,-49.1178,80.78,89,75,2.3,BR,1744234856
455,banda aceh,5.5577,95.3222,79.92,82,98,11.25,ID,1744234858
456,novodvinsk,64.4165,40.8122,26.35,94,100,7.49,RU,1744234859
457,ceeldheer,3.8488,47.1806,82.76,71,64,9.78,SO,1744234860
458,outjo,-20.1167,16.15,65.8,56,3,5.08,NA,1744234861
459,itamaraca,-7.7478,-34.8256,79.83,80,39,7.49,BR,1744234862
460,la passe,45.5549,-0.8967,55.27,67,0,15.46,FR,1744234863
461,port macquarie,-31.4333,152.9167,62.08,99,92,1.99,AU,1744234866
462,ebon,4.582,168.6964,81.99,83,82,16.84,MH,1744234867
463,altai,46.3722,96.2583,32.27,99,100,1.66,MN,1744234868
464,piti village,13.4626,144.6933,82.31,82,0,9.22,GU,1744234869
465,sorong,-0.8833,131.25,80.02,83,100,1.03,ID,1744234870
466,beyneu,45.3167,55.2,64.27,56,100,10.42,KZ,1744234871
467,kokshetau,53.2775,69.3883,51.55,80,73,9.82,KZ,1744234872
468,wenling,28.3669,121.36,60.08,91,100,2.62,CN,1744234874
469,isla del bosque,22.7333,-105.85,78.76,50,0,13.31,MX,1744234875
470,touros,-5.1989,-35.4608,81.66,79,99,11.3,BR,1744234876
471,brisas de zicatela,15.8369,-97.0419,86.52,74,20,11.5,MX,1744234877
472,berezovo,63.9381,65.0419,32.76,96,100,12.19,RU,1744234878
473,acapulco de juarez,16.8634,-99.8901,85.82,62,40,12.66,MX,1744234861
474,camacupa,-12.0167,17.4833,64.13,96,100,2.42,AO,1744234880
475,tyukhtet,56.5389,89.3011,25.86,81,68,5.17,RU,1744234882
476,puerto baquerizo moreno,-0.9,-89.6,85.19,70,40,5.75,EC,1744234883
477,palafrugell,41.9174,3.1631,58.77,67,87,4.81,ES,1744234884
478,callao,-12.0667,-77.15,75.49,69,0,5.75,PE,1744234612
479,mahibadhoo,3.7833,72.9667,82.08,73,100,12.91,MV,1744234886
480,fort st. john,56.2499,-120.8529,55.29,24,40,14.97,CA,1744234737
481,baotou,40.6522,109.8222,46.4,35,55,4.83,CN,1744234889
482,harper,4.375,-7.7169,80.92,86,81,7.54,LR,1744234890
483,santa cruz,-17.8,-63.1667,80.06,57,75,6.91,BO,1744234592
484,jinan,36.6683,116.9972,58.57,43,0,2.89,CN,1744234892
485,greenville,35.6127,-77.3663,60.13,43,0,4.61,US,1744234893
486,cidade velha,14.9167,-23.6167,72.07,73,20,10.36,CV,1744234895
487,buga,3.9009,-76.2978,74.71,84,100,2.59,CO,1744234896
488,nishinoomote,30.7333,131.0,65.61,79,100,14.45,JP,1744234897
489,havre,49.5833,0.3333,45.0,87,0,16.11,FR,1744234898
490,ventspils,57.3894,21.5606,33.73,69,0,17.27,LV,1744234899
491,sena madureira,-9.0656,-68.6569,80.56,79,91,1.79,BR,1744234900
492,fort bragg,35.139,-79.006,63.68,37,0,1.99,US,1744234902
493,dakhla,23.6848,-15.958,68.02,77,40,6.91,EH,1744234903
494,sitia,35.2,26.0986,52.09,67,89,24.25,GR,1744234904
495,pacasmayo,-7.4006,-79.5714,73.9,72,65,13.15,PE,1744234905
496,idri,27.5,13.2667,63.19,29,0,8.79,LY,1744234906
497,ridder,50.355,83.5133,39.78,92,72,3.78,KZ,1744234907
498,coronel dorrego,-38.7187,-61.2873,65.48,60,81,7.96,AR,1744234908
499,maun,-19.9833,23.4167,67.96,100,75,11.5,BW,1744234909
500,wynyard,-41.0,145.7167,59.18,83,96,1.99,AU,1744234911
501,pandan,14.0453,124.1694,79.34,77,100,5.95,PH,1744234912
502,tselinnoye,53.0833,85.6667,36.7,84,77,6.51,RU,1744234914
503,haikou,20.0458,110.3417,73.53,94,40,2.24,CN,1744234915
504,cabedelo,-6.9811,-34.8339,81.27,79,97,9.19,BR,1744234678
505,atherton,53.5237,-2.4935,45.9,75,7,1.99,GB,1744234667
506,igarka,67.4667,86.5833,-17.63,100,82,1.32,RU,1744234919
507,natal,-5.795,-35.2094,84.42,74,75,11.5,BR,1744234769
508,mariental,-24.6333,17.9667,70.38,37,0,6.85,NA,1744234921
509,tanguieta,10.6212,1.2665,88.61,36,97,4.03,BJ,1744234922
510,kani keli,-12.9536,45.1033,79.86,70,1,1.79,YT,1744234923
511,tsumeb,-19.2333,17.7167,72.23,59,90,6.04,NA,1744234924
512,bizhbulyak,53.6967,54.2642,34.92,83,100,3.62,RU,1744234925
513,pearsall,28.8922,-99.095,85.75,22,0,12.41,US,1744234927
514,christchurch,-43.5333,172.6333,59.04,68,0,1.72,NZ,1744234926
515,san luis de la loma,17.2706,-100.8939,85.48,54,11,11.36,MX,1744234929
516,sawakin,19.1059,37.3321,81.3,67,10,5.12,SD,1744234930
517,zhezqazghan,47.7833,67.7667,55.72,63,100,8.79,KZ,1744234729
518,narragansett,41.4501,-71.4495,46.29,45,0,14.97,US,1744234932
519,nahavand,34.1885,48.377,55.53,41,0,5.79,IR,1744234933
520,charters towers,-20.1,146.2667,70.02,74,0,13.18,AU,1744234936
521,pisco,-13.7,-76.2167,73.45,68,0,17.27,PE,1744234871
522,sao vicente,-23.9631,-46.3919,78.01,81,100,1.99,BR,1744234938
523,trujillo,-8.116,-79.03,67.96,83,75,10.36,PE,1744234766
524,mbanza kongo,-6.267,14.2401,70.75,99,100,3.94,AO,1744234940
525,barra de santo antonio,-9.4047,-35.5072,80.08,80,9,10.45,BR,1744234941
526,campbellsville,37.3434,-85.3419,62.04,29,65,7.14,US,1744234938
527,luderitz,-26.6481,15.1594,64.31,78,0,6.8,NA,1744234945
528,anloga,5.7947,0.8973,82.99,78,100,10.25,GH,1744234946
529,arambol,15.6868,73.7045,79.54,84,38,2.51,IN,1744234947
530,nieuw amsterdam,5.8833,-55.0833,78.51,88,98,11.41,SR,1744234948
531,trumann,35.6737,-90.5073,70.92,51,1,13.8,US,1744234949
532,eagle mountain,40.3141,-112.0069,69.73,27,35,8.99,US,1744234741
533,buy,58.4786,41.53,26.91,91,100,12.82,RU,1744234952
534,sherbakul',54.6316,72.3963,50.86,83,83,8.84,RU,1744234953
535,chake chake,-5.2459,39.7666,79.92,85,46,8.23,TZ,1744234954
536,chernushka,56.5072,56.0766,33.51,82,60,5.84,RU,1744234955
537,zionsville,39.9509,-86.2619,44.55,71,100,9.22,US,1744234827
538,whangarei,-35.7317,174.3239,63.75,59,9,4.79,NZ,1744234957
539,remire-montjoly,4.9167,-52.2667,82.44,78,20,9.22,GF,1744234959
540,poronaysk,49.2167,143.1167,31.64,99,100,6.26,RU,1744234960
541,san lorenzo de esmeraldas,1.2883,-78.8369,81.0,81,92,6.29,EC,1744234961
542,ahar,38.4774,47.0699,53.26,83,73,5.84,IR,1744234962
543,mon,26.75,95.1,66.97,59,7,4.09,IN,1744234963
544,gladstone,-23.85,151.25,73.78,68,17,11.5,AU,1744234964
545,porbandar,21.6422,69.6093,78.73,73,8,11.68,IN,1744234965
546,atar,20.5169,-13.0499,84.72,27,0,5.32,MR,1744234967
547,puerto armuelles,8.2833,-82.8667,83.08,83,65,1.01,PA,1744234968
548,bagamoyo,-6.4333,38.9,75.7,93,48,4.21,TZ,1744234969
549,kolonia town,6.964,158.206,84.31,78,100,11.5,FM,1744234970
550,archangelos,36.2149,28.1149,51.78,51,2,19.86,GR,1744234971
551,nyurba,63.2842,118.3319,-10.34,100,92,2.17,RU,1744234972
552,usinsk,65.9939,57.5281,29.46,94,99,22.44,RU,1744234973
553,mil'kovo,55.6078,37.7956,30.31,66,98,10.89,RU,1744234975
554,carutapera,-1.195,-46.02,73.98,96,100,3.22,BR,1744234976
555,chicoana,-25.1009,-65.5331,68.05,60,11,4.38,AR,1744234978
556,humaita,-7.5061,-63.0208,78.01,94,66,3.2,BR,1744234979
557,parvatipuram,18.7833,83.4333,77.27,81,61,0.87,IN,1744234980
558,benjamin constant,-4.3831,-70.0311,82.53,83,20,3.44,BR,1744234982
559,mutoko,-17.397,32.2268,71.02,55,67,1.28,ZW,1744234983
560,pimentel,-6.8367,-79.9342,82.69,51,0,17.27,PE,1744234984
561,kabala,9.5833,-11.55,70.23,92,100,3.33,SL,1744234986
562,guarapari,-20.6667,-40.4975,75.87,84,61,9.01,BR,1744234987
563,oroqen zizhiqi,50.5667,123.7167,31.75,88,45,4.23,CN,1744234989
564,downpatrick,54.3263,-5.7035,42.75,82,34,1.59,GB,1744234990
565,sandnessjoen,66.0217,12.6316,32.41,86,100,5.75,NO,1744234962
566,suntar,62.1444,117.6319,-2.07,100,76,3.4,RU,1744234992
567,coahuayana de hidalgo,18.7,-103.6583,86.34,45,1,7.27,MX,1744234993
568,mombetsu,44.3525,143.3525,43.59,73,20,3.0,JP,1744234994
569,praia,14.9215,-23.5087,72.14,73,20,10.36,CV,1744234995
570,hede,33.7681,120.2517,50.31,84,1,6.82,CN,1744234996
571,apace,46.6972,15.9106,46.62,75,83,1.99,SI,1744234998
572,cacheu,12.2706,-16.1658,72.37,62,28,6.64,GW,1744235000
573,baki,-7.6128,110.7839,79.65,93,98,0.36,ID,1744235001
574,huilong,31.8111,121.655,58.71,81,100,2.71,CN,1744235002
